UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,RUL_synthetic,power,S_PWF_soft,S_PWF_hard,S_HDF,S_OSF,S_TWF_extra,S_RNF,RUL_base
5149,L52328,L,304.4,313.6,1507,43.1,13,0,0,0,0,0,0,213.37127849206286,6801.726118605607,0.0,0.0,0.0,0.0,1.6831730413430383e-07,0.0,227.0
5150,L52329,L,304.3,313.5,1452,41.5,15,0,0,0,0,0,0,220.22181487427812,6310.203004000458,0.0,0.0,0.0,0.0,2.0558321874959877e-07,0.0,225.0
5151,L52330,L,304.3,313.5,1590,29.8,17,0,0,0,0,0,0,224.82994707823306,4961.831437079719,0.0,0.0,0.0,0.0,2.510999092692816e-07,0.0,223.0
5152,L52331,L,304.3,313.6,1409,56.0,19,0,0,0,0,0,0,227.43238392627697,8262.807557961634,0.0,0.0,0.0,0.0,3.0669412005022685e-07,0.0,221.0
5153,L52332,L,304.3,313.5,2643,12.7,21,0,0,0,0,0,0,217.2186899104341,3515.033772322012,0.0,0.0,0.0,0.0,3.7459704159722964e-07,0.0,219.0
5154,L52333,L,304.2,313.4,1644,31.7,23,0,0,0,0,0,0,218.68828684379417,5457.449094110045,0.0,0.0,0.0,0.0,4.5753385601085563e-07,0.0,217.0
5155,L52334,L,304.2,313.4,1568,37.6,25,0,0,0,0,0,0,208.1219581173114,6173.941658638757,0.0,0.0,0.0,0.0,5.588331080223807e-07,0.0,215.0
5156,H34569,H,304.2,313.3,1625,37.3,27,0,0,0,0,0,0,220.1025206297378,6347.326157190378,0.0,0.0,0.0,0.0,6.825602910446287e-07,0.0,213.0
5157,L52336,L,304.2,313.4,1482,41.4,32,0,0,0,0,0,0,214.38602086748062,6425.059631415702,0.0,0.0,0.0,0.0,1.12535162055095e-06,0.0,208.0
5158,H34571,H,304.1,313.3,1397,49.6,34,0,0,0,0,0,0,212.9090970548833,7256.157495947369,0.0,0.0,0.0,0.0,1.3745075389942726e-06,0.0,206.0
5159,L52338,L,304.1,313.3,1459,50.3,39,0,0,0,0,0,0,194.11666014968668,7685.141972795055,0.0,0.0,0.0,0.0,2.266179614208589e-06,0.0,201.0
5160,L52339,L,304.2,313.4,1490,44.0,41,0,0,0,0,0,0,197.97804640801004,6865.427145644895,0.0,0.0,0.0,0.0,2.7679178924036446e-06,0.0,199.0
5161,L52340,L,304.1,313.2,1434,50.1,43,0,0,0,0,0,0,198.99625351920702,7523.4232549637645,0.0,0.0,0.0,0.0,3.380742340962473e-06,0.0,197.0
5162,M20021,M,304.1,313.2,2028,18.9,45,0,0,0,0,0,0,205.21238803680367,4013.8244379324624,0.0,0.0,0.0,0.0,4.129247710803894e-06,0.0,195.0
5163,L52342,L,304.2,313.3,1464,45.9,48,0,0,0,0,0,0,190.40040626251817,7036.916216628849,0.0,0.0,0.0,0.0,5.57390058585609e-06,0.0,192.0
5164,M20023,M,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,181.49658769105838,4215.546102219464,0.0,0.0,0.0,0.0,6.807976709118488e-06,0.0,190.0
5165,M20024,M,304.3,313.4,1624,32.1,53,0,0,0,0,0,0,189.88449004247516,5459.0827222899115,0.0,0.0,0.0,0.0,9.189805133719968e-06,0.0,187.0
5166,L52345,L,304.2,313.4,1421,43.4,56,0,0,0,0,0,0,183.71334016137158,6458.213905886585,0.0,0.0,0.0,0.0,1.2404935411305766e-05,0.0,184.0
5167,H34580,H,304.2,313.5,1546,41.4,58,0,0,0,0,0,0,180.59172935172478,6702.525094580751,0.0,0.0,0.0,0.0,1.5151418164850468e-05,0.0,182.0
5168,L52347,L,304.2,313.4,1639,32.7,63,0,0,0,0,0,0,186.24920911377697,5612.486691564703,0.0,0.0,0.0,0.0,2.4980440856267932e-05,0.0,177.0
5169,H34582,H,304.1,313.4,1696,29.6,65,0,0,0,0,0,0,177.95797913470722,5257.099258615112,0.0,0.0,0.0,0.0,3.0511162486976497e-05,0.0,175.0
5170,L52349,L,304.1,313.3,1470,39.9,70,0,0,0,0,0,0,171.86887793035797,6142.127797033404,0.0,0.0,0.0,0.0,5.0304303017551214e-05,0.0,170.0
5171,M20030,M,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,172.67258263900302,5951.433122960504,0.0,0.0,0.0,0.0,6.144174602214718e-05,0.0,168.0
5172,M20031,M,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,162.55965148230996,7584.904223194518,0.0,0.0,0.23147521650098626,0.0,8.293750373891589e-05,0.0,165.0
5173,L52352,L,304.2,313.4,1740,28.2,78,0,0,0,0,0,0,163.2190800238327,5138.388944211466,0.0,0.0,0.0,0.0,0.00011195359505113292,0.0,162.0
5174,M20033,M,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,163.96945808771258,5117.225081701782,0.0,0.0,0.0,0.0,0.00013674009084599712,0.0,160.0
5175,M20034,M,304.2,313.5,1390,47.8,83,0,0,0,0,0,0,155.66179543245133,6957.789969660434,0.0,0.0,0.0,0.0,0.00018457893295667038,0.0,157.0
5176,L52355,L,304.2,313.4,1740,23.7,86,0,0,0,0,0,0,156.20123179378228,4318.433261624529,0.0,0.0,0.0,0.0,0.00024915388939429883,0.0,154.0
5177,M20036,M,304.0,313.3,1844,27.1,88,0,0,0,0,0,0,147.56688501364,5233.097490741686,0.0,0.0,0.0,0.0,0.0003043155690056533,0.0,152.0
5178,H34591,H,304.0,313.1,1388,53.2,91,0,0,0,0,0,0,148.02162628180713,7732.67426964387,0.0,0.0,0.0,0.0,0.0004107786776476327,0.0,149.0
5179,H34592,H,304.0,313.2,1517,43.1,96,0,0,0,0,0,0,148.6567455905833,6846.860333062179,0.0,0.0,0.0,0.0,0.0006772414961977011,0.0,144.0
5180,M20039,M,304.0,313.1,1450,42.8,101,0,0,0,0,0,0,134.4143112880608,6498.908002726085,0.0,0.0,0.0,0.0,0.0011165334062956276,0.0,139.0
5181,L52360,L,304.0,313.2,1584,38.7,104,0,0,0,0,0,0,134.94010255492012,6419.40476463924,0.0,0.0,0.0,0.0,0.001507103580597574,0.0,136.0
5182,L52361,L,304.0,313.1,1720,28.7,106,0,0,0,0,0,0,133.89089134545168,5169.385991726885,0.0,0.0,0.0,0.0,0.00184071904963424,0.0,134.0
5183,L52362,L,303.9,313.1,1586,31.9,108,0,0,0,0,0,0,145.9451284650239,5298.128458670994,0.0,0.0,0.0,0.0,0.0022481677023329528,0.0,132.0
5184,M20043,M,303.9,313.0,1901,22.5,110,0,0,0,0,0,0,130.24691515081904,4479.125725855647,0.0,0.0,0.0,0.0,0.0027457815610133244,0.0,130.0
5185,L52364,L,304.0,313.0,1397,42.4,113,0,0,0,0,0,0,127.40730140302611,6202.844311051783,0.0,0.0,0.0,0.0,0.0037060614062639653,0.0,127.0
5186,L52365,L,304.0,313.0,2012,21.1,115,0,0,0,0,0,0,124.21057117493504,4445.68870804594,0.0,0.0,0.0,0.0,0.00452622223240535,0.0,125.0
5187,L52366,L,304.0,313.0,2354,15.0,117,0,0,0,0,0,0,129.24295717149425,3697.6545532751866,0.0,0.0,0.0,0.0,0.005527786369235996,0.0,123.0
5188,L52367,L,304.0,313.1,1648,35.7,119,0,0,0,0,0,0,120.09395066536102,6161.040184808015,0.0,0.0,0.0,0.0,0.006750827306328375,0.0,121.0
5189,L52368,L,304.0,313.2,1632,30.6,121,0,0,0,0,0,0,119.58281006794255,5229.620794871714,0.0,0.0,0.0,0.0,0.008244246863982946,0.0,119.0
5190,M20049,M,304.1,313.2,1427,46.9,123,0,0,0,0,0,0,120.60072083795124,7008.505747064886,0.0,0.0,0.0,0.0,0.01006770820085637,0.0,117.0
5191,L52370,L,304.1,313.2,1452,48.0,126,0,0,0,0,0,0,109.6811864610766,7298.548052819808,0.0,0.0,0.0,0.0,0.013585199504289582,0.0,114.0
5192,L52371,L,304.0,313.2,1416,46.0,128,0,0,0,0,0,0,108.87654120082362,6821.02596947416,0.0,0.0,0.0,0.0,0.016588010801744213,0.0,112.0
5193,L52372,L,303.9,313.1,1310,62.9,130,0,0,0,0,0,0,103.63137236499139,8628.803102104846,0.0,0.0,0.23147521650096606,0.0,0.020253203890498818,0.0,110.0
5194,H34607,H,304.0,313.1,1408,39.8,132,0,0,0,0,0,0,114.69224328667528,5868.327525297541,0.0,0.0,0.0,0.0,0.024726231566347744,0.0,108.0
5195,M20054,M,303.9,313.1,1668,34.4,137,0,0,0,0,0,0,98.50096693412473,6008.735772961982,0.0,0.0,0.0,0.0,0.04070137715896128,0.0,103.0
5196,L52375,L,303.9,313.0,1551,36.8,140,0,0,0,0,0,0,92.94697485765458,5977.068519013797,0.0,0.0,0.0,0.0,0.05486298899450404,0.0,100.0
5197,H34610,H,303.9,313.0,1517,36.0,142,0,0,0,0,0,0,104.89024665112764,5718.9552665948595,0.0,0.0,0.0,0.0,0.06692850924284856,0.0,98.0
5198,H34611,H,303.8,312.9,1570,35.8,147,0,0,0,0,0,0,86.8776314099779,5885.878556255598,0.0,0.0,0.0,0.0,0.1098694263059318,0.0,93.0
5199,L52378,L,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,87.4407078896194,7970.471889569591,0.0,0.0,0.0,0.0,0.1798620996209156,0.0,88.0
5200,L52379,L,303.8,312.8,1503,40.0,154,0,0,0,0,0,0,87.6952525835177,6295.751677793945,0.0,0.0,0.0,0.0,0.21881270936130465,0.0,86.0
5201,L52380,L,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,84.7151292503027,8704.222269742026,0.0,0.0,0.0,0.0,0.26596993576865857,0.0,84.0
5202,M20061,M,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,77.24659962445168,6914.72920635523,0.0,0.0,0.0,0.0,0.32295464698450493,0.0,82.0
5203,L52382,L,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,69.42219137306188,7143.824614630511,0.0,0.0,0.3100255188723874,0.0,0.43107254941086115,0.0,79.0
5204,M20063,M,303.7,312.6,1671,30.5,163,0,0,0,0,0,0,75.1202384004861,5337.09467955102,0.0,0.0,0.0,0.0,0.5215356307841772,0.0,77.0
5205,L52384,L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,75.45925434152376,4665.642081699273,0.0,0.0,0.0,0.0,0.6913842034334682,0.0,74.0
5206,L52385,L,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,59.3782685982989,6656.448402328102,0.0,0.0,0.0,0.0,0.8317269649392235,0.0,72.0
5207,H34620,H,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,66.69443141002444,4945.243827868765,0.0,0.0,0.0,0.0,0.9975048911968514,0.0,70.0
5208,M20067,M,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,52.727847630750176,6435.489719025619,0.0,0.0,0.0,0.0,1.5446526508353466,0.0,65.0
5209,L52388,L,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,58.337818672714214,5105.632604810036,0.0,0.0,0.0,0.0,1.9781611144141822,0.0,62.0
5210,M20069,M,303.8,312.7,1507,38.5,180,0,0,0,0,0,0,66.19991153136118,6075.7878321651015,0.0,0.0,0.0,0.0,2.314752165009823,0.0,60.0
5211,L52390,L,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,53.262399872071214,6524.564342730401,0.0,0.0,0.0,0.0,2.8905049737499597,0.0,57.0
5212,L52391,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,47.227958933845834,8043.398727034923,0.0,0.0,0.0,0.0,3.318122278318339,0.0,55.0
5213,L52392,L,303.7,312.5,1397,45.7,187,0,0,0,0,0,0,49.45839787070031,6685.612854128926,0.0,0.0,0.0,0.0,3.7754066879814543,0.0,53.0
5214,M20073,M,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,48.16360338915487,6479.608151857532,0.0,0.0,0.0,0.0,4.25557483188341,0.0,51.0
5215,L52394,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,48.904734543710404,6123.843727789512,0.0,0.0,0.0,0.0,5.0,0.0,48.0
5216,M20075,M,303.7,312.7,1532,42.7,194,0,0,0,0,0,0,38.80262945930857,6850.389388809712,0.0,0.0,0.0,0.0,5.4983399731247795,0.0,46.0
5217,M20076,M,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,34.3008754001742,7138.620042801063,0.0,0.0,0.3100255188723874,0.0,6.224593312018546,0.0,43.0
5218,M20077,M,303.8,312.8,1420,47.9,200,0,0,0,0,0,0,33.93057218502001,7122.8283037290175,0.0,0.0,0.0,0.0,6.8997448112761255,0.0,40.0
5219,L52398,L,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,37.94745006409883,6190.068500927186,0.0,0.0,0.0,0.0,7.502601055951176,0.0,37.0
5220,L52399,L,303.8,313.0,1365,59.9,205,1,0,0,0,1,0,1.0485575056912557,8562.2536977263,0.0,0.0,0.23147521650098626,0.63975,7.8583498304255865,0.0,35.0
5221,L52400,L,303.8,313.0,1633,32.9,207,0,0,0,0,0,0,28.412605297734423,5626.142147632305,0.0,0.0,0.0,0.0,8.175744761936436,0.0,33.0
5222,L52401,L,303.9,313.0,1626,31.4,209,0,0,0,0,0,0,27.467456383253072,5346.613705291396,0.0,0.0,0.0,0.0,8.455347349164652,0.0,31.0
5223,L52402,L,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,237.68403379314387,5161.0084113173125,0.0,0.0,0.0,0.0,4.587181725605271e-08,0.0,240.0
5224,M20083,M,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,236.28467475423366,6672.742796224721,0.0,0.0,0.19781611144141453,0.0,5.6027964061459406e-08,0.0,238.0
5225,L52404,L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,240.0,5311.490699424262,0.0,0.0,0.0,0.0,7.562984061066411e-08,0.0,235.0
5226,M20085,M,304.0,313.2,1437,53.9,7,0,0,0,0,0,0,235.55181461366493,8110.995328964665,0.0,0.0,0.0,0.0,9.23744957664012e-08,0.0,233.0
5227,L52406,L,303.9,313.0,1403,48.3,10,0,0,0,0,0,0,234.92845422565165,7096.323733708232,0.0,0.0,0.0,0.0,1.2469252630268727e-07,0.0,230.0
5228,L52407,L,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,225.86759974187336,6197.733987001944,0.0,0.0,0.0,0.0,1.522997951276035e-07,0.0,228.0
5229,M20088,M,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,209.3996063511603,8635.211951118168,0.0,0.0,0.23147521650096606,0.0,1.8601938920883375e-07,0.0,226.0
5230,H34643,H,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,223.49651914289336,5004.871256433899,0.0,0.0,0.0,0.0,2.510999092692816e-07,0.0,223.0
5231,M20090,M,303.8,313.1,2117,18.6,22,0,0,0,0,0,0,216.44860572959172,4123.4660215427475,0.0,0.0,0.0,0.0,4.1399375473943306e-07,0.0,218.0
5232,L52411,L,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,216.12105507863745,6443.155205100378,0.0,0.0,0.0,0.0,5.588331080223807e-07,0.0,215.0
5233,L52412,L,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,217.70121816501788,8358.919349210457,0.0,0.0,0.0,0.0,6.825602910446287e-07,0.0,213.0
5234,L52413,L,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,216.81901683058874,6878.5171150348515,0.0,0.0,0.0,0.0,8.336810094938689e-07,0.0,211.0
5235,L52414,L,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,210.35101232992517,7665.077667714128,0.0,0.0,0.0,0.0,1.0182602656265912e-06,0.0,209.0
5236,M20095,M,303.7,312.9,1511,41.0,33,0,0,0,0,0,0,214.2347217913479,6487.493549418043,0.0,0.0,0.0,0.0,1.2437058689224216e-06,0.0,207.0
5237,L52416,L,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,197.17159101410428,6627.461974110979,0.0,0.0,0.0,0.0,1.6788272481495196e-06,0.0,204.0
5238,L52417,L,303.8,313.0,1499,42.3,38,0,0,0,0,0,0,202.0663029442736,6640.0388167008505,0.0,0.0,0.0,0.0,2.0505241551469096e-06,0.0,202.0
5239,L52418,L,303.7,313.0,1457,44.1,40,0,0,0,0,0,0,213.2835379014767,6728.631729532083,0.0,0.0,0.0,0.0,2.5045157450675485e-06,0.0,200.0
5240,L52419,L,303.7,313.0,1753,29.0,42,0,0,0,0,0,0,196.32406871294364,5323.6381910181435,0.0,0.0,0.0,0.0,3.059022269256247e-06,0.0,198.0
5241,L52420,L,303.7,313.0,1694,28.0,44,0,0,0,0,0,0,190.70224476391783,4967.067424835703,0.0,0.0,0.0,0.0,3.736297983892476e-06,0.0,196.0
5242,L52421,L,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,199.9607744710976,5005.311079405402,0.0,0.0,0.0,0.0,4.563524285327645e-06,0.0,194.0
5243,L52422,L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,186.26102390516505,7425.719723437122,0.0,0.0,0.0,0.0,5.57390058585609e-06,0.0,192.0
5244,L52423,L,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,200.96774233731546,6271.749909920519,0.0,0.0,0.0,0.0,6.807976709118488e-06,0.0,190.0
5245,L52424,L,303.6,313.0,1593,31.6,52,0,0,0,0,0,0,185.02967989468888,5271.466809017529,0.0,0.0,0.0,0.0,8.315280276641322e-06,0.0,188.0
5246,L52425,L,303.6,313.0,1575,38.3,54,0,0,0,0,0,0,181.74569161268428,6316.9574282056765,0.0,0.0,0.0,0.0,1.015630439496253e-05,0.0,186.0
5247,L52426,L,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,192.36537523359218,6289.992091262364,0.0,0.0,0.0,0.0,1.2404935411305766e-05,0.0,184.0
5248,L52427,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,174.5575359209763,5635.127102621572,0.0,0.0,0.0,0.0,1.5151418164850468e-05,0.0,182.0
5249,M20108,M,303.5,313.0,1902,21.6,60,0,0,0,0,0,0,176.2822839679819,4302.222643532006,0.0,0.0,0.0,0.0,1.85059777286345e-05,0.0,180.0
5250,M20109,M,303.4,312.9,1422,39.9,63,0,0,0,0,0,0,180.09730770526542,5941.568522028231,0.0,0.0,0.0,0.0,2.4980440856267932e-05,0.0,177.0
5251,L52430,L,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,164.1294986561701,7378.847161045562,0.0,0.0,0.1679816148660818,0.0,3.372003863690781e-05,0.0,174.0
5252,M20111,M,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,170.5820204571431,7431.9714928177655,0.0,0.0,0.1418510649004877,0.0,4.1185717448326286e-05,0.0,172.0
5253,L52432,L,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,157.78433935586244,8237.151217957318,0.0,0.0,0.1418510649004877,0.0,5.559482333634486e-05,0.0,169.0
5254,L52433,L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,166.35344709156124,6528.65888515558,0.0,0.0,0.0,0.0,6.790358698095123e-05,0.0,167.0
5255,L52434,L,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,170.09309116429642,4688.2196609030725,0.0,0.0,0.0,0.0,8.293750373891589e-05,0.0,165.0
5256,M20115,M,303.5,313.0,1403,51.9,77,0,0,0,0,0,0,165.7874413995721,7625.24227286661,0.0,0.0,0.0,0.0,0.00010129990980873922,0.0,163.0
5257,L52436,L,303.5,313.0,1393,51.6,80,0,0,0,0,0,0,167.96093166158883,7527.130334295001,0.0,0.0,0.0,0.0,0.00013674009084599712,0.0,160.0
5258,L52437,L,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,150.5388607333367,5974.995067862428,0.0,0.0,0.0,0.0,0.0001670142184809518,0.0,158.0
5259,M20118,M,303.5,312.9,1572,44.7,84,0,0,0,0,0,0,157.99439840837525,7358.4896406503,0.0,0.0,0.0,0.0,0.0002039908727992137,0.0,156.0
5260,L52439,L,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,153.357770619583,5966.261440285448,0.0,0.0,0.0,0.0,0.0002753569111458347,0.0,153.0
5261,M20120,M,303.5,313.0,1492,46.1,89,0,0,0,0,0,0,151.60368269979026,7202.7504208363425,0.0,0.0,0.0,0.0,0.0003363196403867117,0.0,151.0
5262,L52441,L,303.4,312.8,1513,35.8,92,0,0,0,0,0,0,148.0439475672744,5672.187423958419,0.0,0.0,0.0,0.0,0.00045397868702434395,0.0,148.0
5263,L52442,L,303.4,312.8,1449,43.9,94,0,0,0,0,0,0,149.77287263748633,6661.33881489219,0.0,0.0,0.0,0.0,0.000554485247227949,0.0,146.0
5264,L52443,L,303.5,312.8,1877,22.3,96,0,0,0,0,0,0,144.32767042853226,4383.265262019111,0.0,0.0,0.0,0.0,0.0006772414961977011,0.0,144.0
5265,L52444,L,303.4,312.8,1376,53.4,98,0,0,0,0,0,0,139.45246427114205,7694.640054584408,0.0,0.0,0.1679816148660659,0.0,0.0008271722285166639,0.0,142.0
5266,M20125,M,303.5,312.9,1883,23.3,100,0,0,0,0,0,0,146.08700736243688,4594.464064144441,0.0,0.0,0.0,0.0,0.0010102919390777272,0.0,140.0
5267,M20126,M,303.4,312.8,1518,38.7,103,0,0,0,0,0,0,145.12115794390175,6151.929566112606,0.0,0.0,0.0,0.0,0.0013637032707949702,0.0,137.0
5268,M20127,M,303.5,312.9,1438,42.8,106,0,0,0,0,0,0,127.8639632709362,6445.123936496628,0.0,0.0,0.0,0.0,0.00184071904963424,0.0,134.0
5269,L52448,L,303.4,312.9,1389,54.1,109,0,0,0,0,0,0,129.11020697836804,7869.15552649132,0.0,0.0,0.0,0.0,0.0024845508183933425,0.0,131.0
5270,L52449,L,303.5,312.9,1504,44.8,111,0,0,0,0,0,0,126.59569891789793,7055.93332415858,0.0,0.0,0.0,0.0,0.0030344703002891916,0.0,129.0
5271,L52450,L,303.5,312.9,1275,64.4,113,0,0,0,0,0,0,123.13417871873129,8598.539092875264,0.0,0.0,0.1679816148660818,0.0,0.0037060614062639653,0.0,127.0
5272,L52451,L,303.6,313.0,1534,39.7,115,0,0,0,0,0,0,120.53223660803897,6377.412142836257,0.0,0.0,0.0,0.0,0.00452622223240535,0.0,125.0
5273,M20132,M,303.6,313.0,1396,38.2,117,0,0,0,0,0,0,123.7304478838615,5584.411325217121,0.0,0.0,0.0,0.0,0.005527786369235996,0.0,123.0
5274,L52453,L,303.6,313.1,1395,44.1,120,0,0,0,0,0,0,115.38773049252175,6442.306975083909,0.0,0.0,0.0,0.0,0.00746028833836697,0.0,120.0
5275,L52454,L,303.6,313.0,1617,30.9,122,0,0,0,0,0,0,115.66619338241166,5232.353980480336,0.0,0.0,0.0,0.0,0.009110511944006455,0.0,118.0
5276,L52455,L,303.7,313.1,1423,41.2,124,0,0,0,0,0,0,112.81474497741311,6139.467915253365,0.0,0.0,0.0,0.0,0.011125360328603204,0.0,116.0
5277,L52456,L,303.5,313.0,1606,34.0,126,0,0,0,0,0,0,110.06160674524139,5718.117508553903,0.0,0.0,0.0,0.0,0.013585199504289582,0.0,114.0
5278,L52457,L,303.5,312.9,1501,44.0,128,0,0,0,0,0,0,118.83542002319197,6916.1115071228105,0.0,0.0,0.0,0.0,0.016588010801744213,0.0,112.0
5279,M20138,M,303.5,312.9,1618,30.4,130,0,0,0,0,0,0,111.83597552258527,5150.8715390217285,0.0,0.0,0.0,0.0,0.020253203890498818,0.0,110.0
5280,L52459,L,303.6,313.0,1522,35.8,133,0,0,0,0,0,0,98.50549075642478,5705.928129057973,0.0,0.0,0.0,0.0,0.02731960763011059,0.0,107.0
5281,L52460,L,303.6,312.9,1480,41.4,135,0,0,0,0,0,0,110.69523480192757,6416.388835691793,0.0,0.0,0.0,0.0,0.03334807307413344,0.0,105.0
5282,M20141,M,303.7,313.0,1469,39.9,137,0,0,0,0,0,0,99.9966314321361,6137.94947880413,0.0,0.0,0.0,0.0,0.04070137715896128,0.0,103.0
5283,H34696,H,303.8,313.2,1381,52.4,140,0,0,0,0,0,0,99.06444036978611,7577.982247381106,0.0,0.0,0.0,0.0,0.05486298899450404,0.0,100.0
5284,L52463,L,303.8,313.2,1525,41.9,145,0,0,0,0,0,0,97.06920672126411,6691.330552758461,0.0,0.0,0.0,0.0,0.09013298652847822,0.0,95.0
5285,M20144,M,303.8,313.2,1732,29.6,147,0,0,0,0,0,0,96.45469557235448,5368.688629670622,0.0,0.0,0.0,0.0,0.1098694263059318,0.0,93.0
5286,L52465,L,303.8,313.1,1523,39.8,150,0,0,0,0,0,0,92.34194099279533,6347.629844480225,0.0,0.0,0.0,0.0,0.14774031693273054,0.0,90.0
5287,L52466,L,303.8,313.1,1422,42.4,152,0,0,0,0,0,0,85.03190621078535,6313.847251478622,0.0,0.0,0.0,0.0,0.1798620996209156,0.0,88.0
5288,H34701,H,303.8,313.2,1506,46.9,154,0,0,0,0,0,0,79.09340597254658,7396.502911758737,0.0,0.0,0.0,0.0,0.21881270936130465,0.0,86.0
5289,L52468,L,303.8,313.2,1531,39.4,159,0,0,0,0,0,0,84.34226162129487,6316.842236475045,0.0,0.0,0.0,0.0,0.35571189272636167,0.0,81.0
5290,M20149,M,303.9,313.3,1507,34.3,161,0,0,0,0,0,0,82.15216903661498,5412.974614110726,0.0,0.0,0.0,0.0,0.43107254941086115,0.0,79.0
5291,L52470,L,303.9,313.3,1526,40.7,164,0,0,0,0,0,0,74.11039873761743,6503.955494922854,0.0,0.0,0.0,0.0,0.5732417589886872,0.0,76.0
5292,L52471,L,303.8,313.3,1406,52.1,166,0,0,0,0,0,0,68.46850583125935,7670.994333878389,0.0,0.0,0.0,0.0,0.6913842034334682,0.0,74.0
5293,M20152,M,303.9,313.3,1567,35.0,168,0,0,0,0,0,0,69.43740595408107,5743.3549695377405,0.0,0.0,0.0,0.0,0.8317269649392235,0.0,72.0
5294,M20153,M,303.9,313.4,1464,49.1,171,0,0,0,0,0,0,68.3351263751795,7527.507325413431,0.0,0.0,0.0,0.0,1.0909682119561295,0.0,69.0
5295,L52474,L,303.9,313.4,1442,48.5,174,0,0,0,0,0,0,67.97660022937696,7323.785513803646,0.0,0.0,0.0,0.0,1.4185106490048778,0.0,66.0
5296,L52475,L,303.8,313.2,1336,47.8,176,0,0,0,0,0,0,48.486708504499575,6687.48733774557,0.0,0.0,0.1679816148660818,0.0,1.6798161486607552,0.0,64.0
5297,H34710,H,303.8,313.2,1379,50.2,178,0,0,0,0,0,0,58.29640973681328,7249.308823962544,0.0,0.0,0.1679816148660818,0.0,1.9781611144141822,0.0,62.0
5298,L52477,L,303.7,313.1,1406,48.6,183,0,0,0,0,0,0,56.75875141096362,7155.668418934542,0.0,0.0,0.0,0.0,2.8905049737499597,0.0,57.0
5299,M20158,M,303.7,313.1,2130,18.1,185,0,0,0,0,0,0,60.3554412663449,4037.260719128243,0.0,0.0,0.0,0.0,3.318122278318339,0.0,55.0
5300,L52479,L,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,46.46975554476896,6967.057667988525,0.0,0.0,0.1679816148660659,0.0,4.01312339887548,0.0,52.0
5301,M20160,M,303.8,313.2,1710,26.5,190,0,0,0,0,0,0,55.565017343715,4745.375703247383,0.0,0.0,0.0,0.0,4.501660026875221,0.0,50.0
5302,L52481,L,303.8,313.1,1309,55.8,193,0,0,0,0,0,0,34.077666102836076,7648.9612974012125,0.0,0.0,0.19781611144141453,0.0,5.2497918747894,0.0,47.0
5303,L52482,L,303.9,313.1,1491,37.2,195,0,0,0,0,0,0,37.72390320826716,5808.302161662953,0.0,0.0,0.0,0.0,5.7444251681165905,0.0,45.0
5304,L52483,L,303.9,313.2,1481,44.1,197,0,0,0,0,0,0,36.94984456929671,6839.467118350732,0.0,0.0,0.0,0.0,6.224593312018546,0.0,43.0
